object,version,sheet_type,title,path,page,area_total_m2,area_living_m2,room_counts,rooms
12мд агалатово,в13,планировка,ДОМ (сущ.),2025\Планировки\Для Василия\12МД Агалатово В13.pdf,1,292.1,195.3,"гостиная:1, детская:2, прихожая:2, санузел:3, спальня:1, терраса:3",Прихожая 5.96м²; Молельная 7.83м²; Детская 19.95м²; Спальня 33.86м²; С/У 9.07м²; Тех. Помещение 6.35м²; Гостиная 33.87м²; С/У 4.93м²; Детская 27.14м²; С/У 1.89м²; Холл 44.46м²; Терраса-Крыльцо 17.37м²; Крытая Терраса 54.0м²; Открытая Терраса 25.44м²
12мд агалатово,в14,планировка,ДОМ (сущ.),2025\Планировки\Для Василия\12МД Агалатово В14.pdf,1,157.0,157.0,"гостиная:1, детская:2, прихожая:2, санузел:3, спальня:1",Прихожая 6.47м²; Молельня 6.13м²; Детская 22.45м²; Спальня 36.47м²; С/У 9.07м²; Тех. Помещение 3.98м²; Гостиная 33.87м²; С/У 4.93м²; Детская 27.14м²; С/У 1.89м²; Холл 4.64м²
12мд агалатово,в15,планировка,ДОМ (сущ.),2025\Планировки\Для Василия\12МД Агалатово В15.pdf,1,257.0,160.1,"гостиная:1, детская:2, прихожая:2, санузел:3, спальня:1, терраса:3",Прихожая 6.7м²; Молельня 6.13м²; Детская 22.45м²; Спальня 36.47м²; С/У 9.07м²; Тех Помещение 6.86м²; Гостиная 33.87м²; С/У 4.93м²; Детская 27.14м²; С/У 1.89м²; Холл 4.64м²; Терраса-Крыльцо 17.37м²; Крытая Терраса 54.0м²; Открытая Терраса 25.44м²
12мд агалатово,в16,планировка,ДОМ (сущ.),2025\Планировки\Для Василия\12МД Агалатово В16.pdf,1,257.4,160.6,"гостиная:1, детская:2, прихожая:2, санузел:3, спальня:1, терраса:3",Прихожая 6.7м²; Молельная 6.13м²; Детская 22.45м²; Спальня 36.96м²; С/У 9.07м²; Тех Помещение 6.86м²; Гостиная 33.87м²; С/У 4.93м²; Детская 27.14м²; С/У 1.89м²; Холл 4.64м²; Терраса-Крыльцо 17.37м²; Крытая Терраса 54.0м²; Открытая Терраса 25.44м²
12мд агалатово,в17,планировка,ДОМ (сущ.),2025\Планировки\Для Василия\12МД Агалатово В17.pdf,1,257.4,160.6,"гостиная:1, детская:2, прихожая:2, санузел:3, спальня:1, терраса:3",Прихожая 6.7м²; Молельня 6.13м²; Детская 22.45м²; Спальня 36.96м²; С/У 9.07м²; Тех Помещение 6.86м²; Гостиная 33.87м²; С/У 4.93м²; Детская 27.14м²; С/У 1.89м²; Холл 4.64м²; Терраса-Крыльцо 17.37м²; Крытая Терраса 54.0м²; Открытая Терраса 25.44м²
12мд агалатово,в18,планировка,ДОМ (сущ.),2025\Планировки\Для Василия\12МД Агалатово В18.pdf,1,257.4,160.6,"гостиная:1, детская:2, прихожая:2, санузел:3, спальня:1, терраса:3",Прихожая 6.7м²; Молельня 6.13м²; Детская 22.45м²; Спальня 36.96м²; С/У 9.07м²; Тех. Помещение 6.86м²; Гостиная 33.87м²; С/У 4.93м²; Детская 27.14м²; С/У 1.89м²; Холл 4.64м²; Терраса-Крыльцо 17.37м²; Крытая Терраса 54.0м²; Открытая Терраса 25.44м²
12мд агалатово,в19,планировка,ДОМ (сущ.),2025\Планировки\Для Василия\12МД Агалатово В19.pdf,1,257.4,160.6,"гостиная:1, детская:2, прихожая:2, санузел:3, спальня:1, терраса:3",Прихожая 6.7м²; Молельня 6.13м²; Детская 22.45м²; Спальня 36.96м²; С/У 9.07м²; Тех Помещение 6.86м²; Гостиная 33.87м²; С/У 4.93м²; Детская 27.14м²; С/У 1.89м²; Холл 4.64м²; Терраса-Крыльцо 17.37м²; Крытая Терраса 54.0м²; Открытая Терраса 25.44м²
12мд агалатово,в20,планировка,ДОМ (сущ.),2025\Планировки\Для Василия\12МД Агалатово В20.pdf,1,257.4,160.6,"гостиная:1, детская:2, прихожая:2, санузел:3, спальня:1, терраса:3",Прихожая 6.7м²; Молельня 6.13м²; Детская 22.45м²; Спальня 36.96м²; С/У 9.07м²; Тех. Помещение 6.86м²; Гостиная 33.87м²; С/У 4.93м²; Детская 27.14м²; С/У 1.89м²; Холл 4.64м²; Терраса-Крыльцо 17.37м²; Крытая Терраса 54.0м²; Открытая Терраса 25.44м²
12мд агалатово вф,,планировка,ДОМ (сущ.),2025\Дома\12МД Агалатово\12МД Агалатово ВФ.pdf,1,256.9,160.1,"гостиная:1, детская:2, прихожая:2, санузел:3, спальня:1, терраса:3",Прихожая 6.47м²; Молельня 6.13м²; Детская 22.45м²; Спальня 36.96м²; С/У 9.07м²; Тех. Помещение 6.86м²; Гостиная 33.87м²; С/У 4.93м²; Детская 27.14м²; С/У 1.89м²; Холл 4.364м²; Терраса-Крыльцо 17.37м²; Крытая Терраса 54.0м²; Открытая Терраса 25.44м²
12мд мск,в1,планировка,COUNTRY HOUSE,2025\Планировки\Юра\12МД МСК В1.pdf,1,267.4,195.0,"гостиная:1, прихожая:3, санузел:4, спальня:3, терраса:3",Тех помещение 8.1м²; Кладовая-прихожая 8.25м²; Кабинет 16.81м²; С/У 6.67м²; Холл 5.24м²; Спальня 19.28м²; Мастерская 6.25м²; Кладовка 5.01м²; Кухня-Гостиная 42.27м²; Прихожая 10.88м²; С/У 1.99м²; Котельная 11.99м²; Спальня 22.1м²; С/У 4.07м²; С/У 4.07м²; Спальня 22.04м²; Терраса 52.02м²; Терраса 14.4м²; Терраса 6.0м²
12мд учебный центр,в2,планировка,13МД Учебный центр B2,2025\Планировки\Для Василия\12МД Учебный Центр В2.pdf,1,227.8,183.2,"санузел:3, спальня:5, терраса:1",Проходная 6.71м²; Коридор 14.73м²; Комната экраны 10.05м²; Танцпол 4.75м²; Спальная №3 11.53м²; Комната Хранения 14.54м²; Постирочная 16.25м²; Спальная №4 11.92м²; Спальня №1 11.58м²; С/У 3.03м²; Учебный Зал 45.92м²; Спальная №2 11.33м²; С/У 3.03м²; Спальня №2 11.33м²; С/У 3.03м²; Котельная-ПЧ 3.51м²; Терраса 44.55м²
12мд учебный центр,в3,планировка,13МД Учебный центр В3,2025\Планировки\Для Василия\12МД Учебный Центр В3.pdf,1,226.6,182.0,"санузел:4, спальня:4, терраса:1",Проходная 6.71м²; Комната охраны 10.05м²; С/У 6.45м²; Комната Хранения 14.54м²; Постирочная 16.25м²; Спальная №1 11.58м²; С/У 3.03м²; Спальная №2 11.33м²; С/У 3.03м²; Коридор 14.73м²; Спальная №3 11.33м²; С/У 3.03м²; Спальная №4 11.92м²; Учебный Зал 46.08м²; Терраса 44.55м²; Котельная-ПЧ 11.96м²
12мд учебный центр,в3,планировка,12МД Учебный центр В3,2025\Планировки\Юра\12МД Учебный центр В3.pdf,1,223.9,170.4,"санузел:4, спальня:4, терраса:2",Проходная 6.71м²; Комната охраны 10.05м²; 7 6.45м²; Прачечная 13.79м²; С/У 1.38м²; ПИК 6.16м²; Комната хранения 9.28м²; Спальная №1 11.76м²; С/У 3.03м²; Спальная №2 11.52м²; С/У 3.03м²; Коридор 10.53м²; Тамбур 3.56м²; Спальная №3 11.54м²; Спальная №4 11.92м²; С/У 3.03м²; Учебный Зал 46.66м²; Крытая терраса 18.38м²; Терраса Открытая 29.72м²; Крыльцо 5.4м²
13мд агалатово,в10,планировка,COUNTRY HOUSE,2025\Планировки\Для Василия\13МД Агалатово В10.pdf,1,319.1,212.5,"гостиная:1, детская:3, прихожая:1, санузел:3, спальня:1, терраса:2",Детская 1 24.82м²; Детская 2 24.72м²; Детская 3 16.33м²; Гостиная 27.87м²; С/У 4.47м²; С/У 6.73м²; Тех. Помещение 4.42м²; Спальня 21.31м²; С/У 2.83м²; Холл 66.11м²; Проход 5.16м²; Маленькая 7.71м²; Терраса 1 13.86м²; Терраса 2 92.76м²
13мд агалатово,в7,планировка,COUNTRY HOUSE,2025\Планировки\Для Василия\13МД Агалатово В7.pdf,1,313.0,206.4,"гостиная:1, детская:2, прихожая:2, санузел:3, спальня:1, терраса:2",Детская 1 24.82м²; Детская 2 24.72м²; Гостиная 27.69м²; Допская 3 11.35м²; С/У 3.75м²; С/У 6.73м²; Мойка 4.47м²; Спальня 21.31м²; С/У 2.63м²; Холл 66.11м²; Прихожая 5.16м²; Тех.Помещение 7.71м²; Терраса 1 13.82м²; Терраса 2 92.76м²
13мд агалатово,в8,планировка,COUNTRY HOUSE,2025\Планировки\Для Василия\13МД Агалатово В8.pdf,1,306.5,199.9,"гостиная:1, детская:3, прихожая:2, санузел:2, спальня:1, терраса:2",Детская 1 24.82м²; Детская 2 24.72м²; Гостиная 27.69м²; Детская 3 11.35м²; С/У 3 3.75м²; Мойка 4.42м²; Спальня 21.31м²; С/У 2 2.83м²; Холл 66.11м²; Прихожая 5.16м²; Тех.Помещение 7.71м²; Терраса 1 13.86м²; Терраса 2 92.76м²
13мд агалатово,в9,планировка,COUNTRY HOUSE,2025\Планировки\Для Василия\13МД Агалатово В9.pdf,1,319.1,212.5,"гостиная:1, детская:3, прихожая:2, санузел:3, спальня:1, терраса:2",Детская 1 24.82м²; Детская 2 24.72м²; Детская 3 16.33м²; Гостиная 27.87м²; С/У 1 4.47м²; С/У 2 6.73м²; Тех. Помещение 4.42м²; Спальня 21.31м²; С/У 3 2.83м²; Холл 66.11м²; Прихожая 5.16м²; Маленькая 7.71м²; Терраса 1 13.86м²; Терраса 2 92.76м²
14.03.24,,планировка,Планировка первого этажа,Планировки\14.03.24.pdf,1,112.0,97.7,"гостиная:1, кухня:1, прихожая:1, санузел:3, спальня:1, терраса:1",гостиная 43.57м²; кухня 6.4м²; спальня 13.57м²; ванная 3.75м²; гардеробная 5.5м²; санузел 4.31м²; прихожая 6.3м²; санузел 14.31м²; терраса 14.31м²
16мд агалатово,в2,планировка,COUNTRY HOUSE,2025\Планировки\Для Василия\16МД Агалатово В2.pdf,1,275.1,256.4,"гостиная:1, детская:3, прихожая:2, санузел:2, спальня:1, терраса:1",Тех. Помещение 6.31м²; Прихожая 7.65м²; Молельная комната 9.07м²; Детская 1 32.69м²; Холл 7.55м²; Мастер Спальня 41.07м²; Мастер 1 / 3 8.39м²; Гостиная 50.47м²; Детская 2 38.95м²; Детская 3 19.07м²; С/У 6 3.36м²; С/У 2 2.63м²; Коридор 29.22м²; Терраса 15.0м²; Крыльцо 3.65м²
